price_paid,address,lat,lon
195000, 66 BLUEBERRY FIELDS LIVERPOOL L10 9NG,53.46396,-2.925147
195000, 127 TAUNTON DRIVE LIVERPOOL L10 8JN,53.479045,-2.92915
195000, 42 LANCING DRIVE LIVERPOOL L10 8LW,53.481991,-2.935494
193500, 19 TULIP ROAD LIVERPOOL L15 6UJ,53.395919,-2.910624
193500, 13 ORFORD STREET LIVERPOOL L15 8HX,53.399675,-2.921356
193000, 44 NORTH BARCOMBE ROAD LIVERPOOL L16 7PY,53.397064,-2.888699
193000, 3 EPPING GROVE LIVERPOOL L15 6XP,53.394093,-2.905931
192500, 76 ALMONDS GREEN LIVERPOOL L12 5HT,53.434721,-2.91376
192000, 79 ABBEYSTEAD ROAD LIVERPOOL L15 7JE,53.39983,-2.905582
192000,APARTMENT 41 9 CORNWALLIS STREET LIVERPOOL L1 5EL,53.399718,-2.978097
191000, 55 NORVILLE ROAD LIVERPOOL L14 3LU,53.407522,-2.898217
191000, 36 MIMOSA ROAD LIVERPOOL L15 6UF,53.395461,-2.909452
190250, 32 CHARLES BERRINGTON ROAD LIVERPOOL L15 9HQ,53.392087,-2.912311
190000, 2 ZANDER GROVE LIVERPOOL L12 0QP,53.453273,-2.874392
190000, 10 ZANDER GROVE LIVERPOOL L12 0QP,53.452671,-2.874988
190000, 36 TIPTREE CLOSE LIVERPOOL L12 0BW,53.454896,-2.880419
190000, 62 COACHMANS DRIVE LIVERPOOL L12 0HX,53.440489,-2.882163
190000, 175 WALSINGHAM ROAD LIVERPOOL L16 3NS,53.403605,-2.883286
190000, 22 MARTLETT ROAD LIVERPOOL L12 9HU,53.424793,-2.891531
190000, 10 THINGWALL AVENUE LIVERPOOL L14 5PD,53.412115,-2.891601
190000, 39 TOWERS ROAD LIVERPOOL L16 8NU,53.392431,-2.897327
190000, 559A PRESCOT ROAD LIVERPOOL L13 5UX,53.413916,-2.911245
190000, 4 TAUNTON DRIVE LIVERPOOL L10 8JW,53.481114,-2.931152
190000, 45 BISHOPGATE STREET LIVERPOOL L15 1EN,53.399882,-2.932291
190000, 41 SCHOOL LANE LIVERPOOL L10 8JA,53.47941,-2.933597
189995, 59 BURGHILL ROAD LIVERPOOL L12 0BS,53.455364,-2.881866
189995, 127 BROAD LANE LIVERPOOL L11 1AH,53.440582,-2.925693
189000, 2 EDGEMOOR ROAD LIVERPOOL L12 9JE,53.423201,-2.892884
189000, 67 TAUNTON DRIVE LIVERPOOL L10 8JN,53.480299,-2.927004
189000,APARTMENT 32 24 ARGYLE STREET LIVERPOOL L1 5DL,53.401554,-2.984634
188000, 7 COLONEL DRIVE LIVERPOOL L12 4YG,53.434063,-2.889472
188000, 32 BOWLAND AVENUE LIVERPOOL L16 1JP,53.404464,-2.890294
188000, 44 BENTHAM DRIVE LIVERPOOL L16 5EU,53.402113,-2.891214
188000, 11 HONEYS GREEN CLOSE LIVERPOOL L12 9JA,53.423733,-2.892128
188000, 15 GROVE PARK AVENUE LIVERPOOL L12 5JP,53.439986,-2.903226
188000, 20 PETERBOROUGH ROAD LIVERPOOL L15 9HN,53.391766,-2.913173
188000, 14 SANDOWN ROAD LIVERPOOL L15 4JD,53.403584,-2.922317
187500, 109 BOWLAND AVENUE LIVERPOOL L16 1JW,53.401665,-2.887771
187000, 180 BLACKMOOR DRIVE LIVERPOOL L12 3HB,53.422026,-2.892905
187000, 4 WHINFELL ROAD LIVERPOOL L12 2AT,53.422773,-2.904103
186000, 1 THE PINES LIVERPOOL L12 0QU,53.454046,-2.876459
185150, 28 STANMORE ROAD LIVERPOOL L15 9ER,53.392611,-2.910082
185086, 38 ABBEYSTEAD ROAD LIVERPOOL L15 7JF,53.398447,-2.90504
185000, 44 COURT HEY DRIVE LIVERPOOL L16 2ND,53.405773,-2.874274
185000, 56 MANOR VIEW LIVERPOOL L12 0LT,53.442806,-2.876599
185000, 1 CORONATION AVENUE LIVERPOOL L14 7NS,53.413005,-2.884133
185000, 60 GRENADIER DRIVE LIVERPOOL L12 4ZN,53.433213,-2.885668
185000, 17 THE GREENWAY LIVERPOOL L12 3HP,53.42014,-2.88853
185000, 8 MARTLETT ROAD LIVERPOOL L12 9HU,53.424269,-2.891544
185000, 29 EATON ROAD LIVERPOOL L12 7JJ,53.419001,-2.893647
185000, 43 EATON GARDENS LIVERPOOL L12 3HL,53.420903,-2.894359
185000, 14 HAMPTON COURT ROAD LIVERPOOL L12 9EL,53.426006,-2.895294
185000, 37 FALLBROOK DRIVE LIVERPOOL L12 5LZ,53.439697,-2.90776
185000, 23 BEVERLEY ROAD LIVERPOOL L15 9HF,53.393416,-2.913308
185000, 67 TAUNTON DRIVE LIVERPOOL L10 8JN,53.480299,-2.927004
185000, 5 WELLINGTON CLOSE LIVERPOOL L10 2JH,53.48494,-2.945783
184000, 142 BOWRING PARK ROAD LIVERPOOL L14 3NP,53.406257,-2.886836
184000, 8 HILDA ROAD LIVERPOOL L12 9JB,53.425893,-2.888592
184000, 6 SULGRAVE CLOSE LIVERPOOL L16 6AD,53.404982,-2.89878
183000, 3 KENDAL PARK LIVERPOOL L12 9LS,53.426646,-2.892467
183000, 16 KENTWELL GROVE LIVERPOOL L12 4DB,53.432139,-2.89256
183000, 22 SULGRAVE CLOSE LIVERPOOL L16 6AD,53.404514,-2.897726
183000, 13 STANMORE ROAD LIVERPOOL L15 9ER,53.392302,-2.909853
183000, 6 SANDOWN ROAD LIVERPOOL L15 4JD,53.40354,-2.922419
182500, 278 THINGWALL ROAD LIVERPOOL L15 7LB,53.40124,-2.901462
182500, 26 ORFORD STREET LIVERPOOL L15 8HX,53.399532,-2.920842
182500,APARTMENT 404 37 STRAND STREET LIVERPOOL L1 8ND,53.403208,-2.990473
182000, 11 STANMORE ROAD LIVERPOOL L15 9ER,53.392219,-2.909799
182000, 19 OLD MILL LANE LIVERPOOL L15 8LN,53.400878,-2.913316
182000, 23 ORFORD STREET LIVERPOOL L15 8HX,53.39969,-2.920938
182000, 15 TWIGDEN CLOSE LIVERPOOL L10 1NG,53.473954,-2.924731
181000, 45 OLIVE GROVE LIVERPOOL L15 8LU,53.404648,-2.917128
180500, 26 SOUTHWAY LIVERPOOL L15 7JA,53.401751,-2.905854
180000, 73 COURT HEY DRIVE LIVERPOOL L16 2NB,53.405616,-2.874187
180000, 31 THE PINES LIVERPOOL L12 0QU,53.454217,-2.876069
180000, 33 NEWBOLD GROVE LIVERPOOL L12 0NS,53.447589,-2.876386
180000, 132 YEW TREE LANE LIVERPOOL L12 9HW,53.429543,-2.883019
180000, 52 LAPWING CLOSE LIVERPOOL L12 0PW,53.44174,-2.883604
180000, 25 MANVERS ROAD LIVERPOOL L16 3NP,53.403224,-2.884435
180000, 47 VINESIDE ROAD LIVERPOOL L12 9HE,53.426789,-2.889503
180000, 27 BOWLAND AVENUE LIVERPOOL L16 1JN,53.404574,-2.890099
180000, 2 GENERAL DRIVE LIVERPOOL L12 4ZB,53.433421,-2.890896
180000, 29 THE FAIRWAY LIVERPOOL L12 3HS,53.419856,-2.891079
180000, 30 HARTINGTON ROAD LIVERPOOL L12 8QW,53.428131,-2.904113
180000, 6 STAPEHILL CLOSE LIVERPOOL L13 5RR,53.409344,-2.90817
180000, 5 STANMORE ROAD LIVERPOOL L15 9ER,53.392118,-2.909723
180000, 12 SWAN CRESCENT LIVERPOOL L15 8AL,53.402091,-2.910374
180000, 34 CHARLES BERRINGTON ROAD LIVERPOOL L15 9HQ,53.391911,-2.912211
180000, 38 TRURO ROAD LIVERPOOL L15 9HW,53.391446,-2.912837
180000, 24 CHESTNUT GROVE LIVERPOOL L15 8HS,53.399178,-2.91956
180000, 11 VENTNOR ROAD LIVERPOOL L15 4JF,53.402901,-2.922434
179950, 16 CHRISTOPHER WAY LIVERPOOL L16 1JQ,53.403403,-2.891306
179950, 6 STANIFORTH PLACE LIVERPOOL L16 1LD,53.404831,-2.89207
179950, 25 ZIG ZAG ROAD LIVERPOOL L12 9EG,53.425487,-2.894608
179000, 74 SCORE LANE LIVERPOOL L16 5EB,53.402063,-2.893799
179000, 4 MARFORD ROAD LIVERPOOL L12 5HH,53.430674,-2.909942
179000, 28 PRINCE ALFRED ROAD LIVERPOOL L15 5BG,53.391294,-2.916834
178000, 7 STONEHAVEN CLOSE LIVERPOOL L16 3GP,53.400702,-2.878694
178000, 61 FALLOWFIELD ROAD LIVERPOOL L15 5BN,53.390876,-2.917618
177500, 10 BALDWIN AVENUE LIVERPOOL L16 3GD,53.402316,-2.881763
177500, 22 WESTFIELD AVENUE LIVERPOOL L14 6UZ,53.410073,-2.88401
177000, 35 VINESIDE ROAD LIVERPOOL L12 9HE,53.426336,-2.88972
177000, 38 DANESCOURT ROAD LIVERPOOL L12 8RB,53.424939,-2.899058
177000,APARTMENT 2 29 CORNHILL LIVERPOOL L1 8DZ,53.399243,-2.985541
177000,APARTMENT 1 29 CORNHILL LIVERPOOL L1 8DZ,53.399243,-2.985541
176200, 81 - 83 LISBURN LANE LIVERPOOL L13 9AF,53.428319,-2.931372
176200, 81 - 83 LISBURN LANE LIVERPOOL L13 9AF,53.428319,-2.931372
176000,APARTMENT 5 28 - 28A CHURCH ROAD NORTH LIVERPOOL L15 6TF,53.395586,-2.915346
175500, 35 COURT HEY ROAD LIVERPOOL L16 2LY,53.405859,-2.874804
175000, 5 MINTON CLOSE LIVERPOOL L12 0SN,53.450982,-2.879751
175000, 168 BOWRING PARK ROAD LIVERPOOL L14 3NR,53.406869,-2.884274
175000, 31 BERRYDALE ROAD LIVERPOOL L14 7AH,53.409108,-2.884985
175000, 64 GRENADIER DRIVE LIVERPOOL L12 4ZN,53.433105,-2.885589
175000, 1 COLONEL DRIVE LIVERPOOL L12 4YG,53.434177,-2.887652
175000, 201A THOMAS LANE LIVERPOOL L14 5NU,53.409084,-2.892287
175000, 194 BLACKMOOR DRIVE LIVERPOOL L12 3HB,53.421657,-2.892363
175000, 28 STANIFORTH PLACE LIVERPOOL L16 1LD,53.404916,-2.893604
175000, 93 NORVILLE ROAD LIVERPOOL L14 3LX,53.40802,-2.900302
175000, 6 TEMPLETON CRESCENT LIVERPOOL L12 5NE,53.440547,-2.906016
175000, 10 KERMAN CLOSE LIVERPOOL L12 5NH,53.440788,-2.907067
175000, 31 NEWCASTLE ROAD LIVERPOOL L15 9HP,53.391029,-2.912964
175000, 5 EATON CLOSE LIVERPOOL L12 5JJ,53.43399,-2.916293
175000, 55 PRINCE ALFRED ROAD LIVERPOOL L15 5BG,53.392091,-2.916832
175000, 12 WOBURN HILL LIVERPOOL L13 6RL,53.420021,-2.922386
175000, 115 LISBURN LANE LIVERPOOL L13 9AG,53.428966,-2.931343
175000, 2 WELLINGTON FIELDS LIVERPOOL L15 0EL,53.393712,-2.93438
175000, 130 SALISBURY ROAD LIVERPOOL L15 2HU,53.396925,-2.939634
175000, 48 ALTWAY LIVERPOOL L10 2LG,53.484711,-2.943249
174950, 52 BENTHAM DRIVE LIVERPOOL L16 5EU,53.40203,-2.890352
174950, 9 CHRISTOPHER WAY LIVERPOOL L16 1JG,53.403256,-2.89116
174000, 26 CASTLEVIEW ROAD LIVERPOOL L12 5EF,53.434828,-2.910609
173000, 42 COURT HEY ROAD LIVERPOOL L16 2LZ,53.4059,-2.875135
173000, 2 KINGFISHER GROVE LIVERPOOL L12 0NZ,53.442789,-2.877846
173000, 196 MILL LANE LIVERPOOL L15 8LJ,53.401776,-2.91349
173000, 47 WANGO LANE LIVERPOOL L10 8JQ,53.478466,-2.929287
172500, 6 THE BRYCEWAY LIVERPOOL L12 3HJ,53.420898,-2.888315
172000, 14 EASTHAM CLOSE LIVERPOOL L16 2LT,53.403971,-2.879915
172000, 85 CAMPBELL DRIVE LIVERPOOL L14 7QF,53.414592,-2.885522
172000, 75 EATON GARDENS LIVERPOOL L12 3HN,53.420687,-2.892348
172000, 131 MARLOWE DRIVE LIVERPOOL L12 7LS,53.430984,-2.916994
171000, 10 MAYFIELD CLOSE LIVERPOOL L12 9HR,53.42835,-2.897509
171000, 17 LICHFIELD ROAD LIVERPOOL L15 9HE,53.392956,-2.911216
171000, 11 LANCE GROVE LIVERPOOL L15 6UL,53.396429,-2.911252
171000,APARTMENT 17 SPRINGHILL COURT CHURCH ROAD LIVERPOOL L15 9EJ,53.388398,-2.913036
171000, 104 TAUNTON DRIVE LIVERPOOL L10 8JP,53.478861,-2.928198
170050, 118 SCORE LANE LIVERPOOL L16 5EF,53.400906,-2.890884
170000, 4 GLADSTONE AVENUE LIVERPOOL L16 2LQ,53.403421,-2.869721
170000, 31A OAKHILL PARK LIVERPOOL L13 4BL,53.408505,-2.906842
170000, 6 VICTORIA COURT LIVERPOOL L15 8LZ,53.401899,-2.916891
170000, 39 OLIVE GROVE LIVERPOOL L15 8LU,53.404589,-2.917136
170000, 151 SHERWOODS LANE LIVERPOOL L10 1NB,53.474344,-2.92462
170000, 232A SMITHDOWN ROAD LIVERPOOL L15 5AH,53.389577,-2.92739
170000, 51 BULL BRIDGE LANE LIVERPOOL L10 6LY,53.481629,-2.931621
170000, 235 ALTWAY LIVERPOOL L10 6LE,53.482397,-2.933083
170000, 2 SANDHURST DRIVE LIVERPOOL L10 6LX,53.48367,-2.935889
170000, 106 SALISBURY ROAD LIVERPOOL L15 2HU,53.397297,-2.939333
170000,APARTMENT 14 14 DUKE STREET LIVERPOOL L1 5GB,53.4028,-2.985085
169995, 153 BROAD LANE LIVERPOOL L11 1AH,53.438347,-2.915925
169995, 145 BROAD LANE LIVERPOOL L11 1AH,53.438347,-2.915925
169995, 141 BROAD LANE LIVERPOOL L11 1AH,53.438347,-2.915925
169995, 139 BROAD LANE LIVERPOOL L11 1AH,53.438347,-2.915925
169950, 66 RIMMER AVENUE LIVERPOOL L16 2NQ,53.404085,-2.871509
169950, 35 CHILDWALL LANE LIVERPOOL L14 6TU,53.411081,-2.872445
169950, 141 ALDER ROAD LIVERPOOL L12 9ES,53.422211,-2.897121
169950, 46 CHARTERHOUSE DRIVE LIVERPOOL L10 8JZ,53.479353,-2.931417
169950, 19 SANDOWN PARK ROAD LIVERPOOL L10 6NQ,53.485422,-2.933223
169950, 66 SHREWSBURY AVENUE LIVERPOOL L10 2LF,53.483038,-2.939796
169500, 16 WESTFIELD DRIVE LIVERPOOL L12 0LB,53.448704,-2.882727
169500, 36 MANVERS ROAD LIVERPOOL L16 3NP,53.403116,-2.885255
169000, 54 CHELWOOD AVENUE LIVERPOOL L16 3NW,53.404331,-2.882643
169000, CHURCH END COTTAGE TOWN ROW LIVERPOOL L12 8SN,53.428947,-2.90305
169000, 18 EATON CLOSE LIVERPOOL L12 5JJ,53.434212,-2.916313
169000, 67 FALLOWFIELD ROAD LIVERPOOL L15 5BN,53.39096,-2.917382
168950, 7 TURMERIC ROAD LIVERPOOL L11 1HT,53.440448,-2.915299
168500, 19 DENHAM CLOSE LIVERPOOL L12 0PA,53.449523,-2.875196
167950, 76 FERNDALE ROAD LIVERPOOL L15 3JZ,53.392839,-2.927875
167500, 17 APSLEY ROAD LIVERPOOL L12 8QY,53.42654,-2.901933
167000, 23 ZANDER GROVE LIVERPOOL L12 0QP,53.452238,-2.874324
167000, 8 CHIGWELL CLOSE LIVERPOOL L12 0LP,53.450891,-2.882782
167000, 40 EATON GARDENS LIVERPOOL L12 3HW,53.421346,-2.894335
167000, 70 NORVILLE ROAD LIVERPOOL L14 3LZ,53.407764,-2.89999
167000, 8 MARLDON ROAD LIVERPOOL L12 5EZ,53.437332,-2.910798
167000, 22 GLENFIELD ROAD LIVERPOOL L15 5BJ,53.391599,-2.917539
166995, 47 LYDFORD ROAD LIVERPOOL L12 5HE,53.437348,-2.909527
166950, 23 TURMERIC ROAD LIVERPOOL L11 1HT,53.440448,-2.915299
166950, 21 TURMERIC ROAD LIVERPOOL L11 1HT,53.440448,-2.915299
166000, 117 GARMOYLE ROAD LIVERPOOL L15 5AD,53.391211,-2.9261
166000, 19 RUGBY DRIVE LIVERPOOL L10 8JU,53.479286,-2.927612
166000, 60 THORNYCROFT ROAD LIVERPOOL L15 0EW,53.395224,-2.934288
165000, 12 SHEPPARD AVENUE LIVERPOOL L16 2LD,53.403402,-2.867799
165000, 72 CHILDWALL LANE LIVERPOOL L14 6TY,53.411866,-2.871414
165000, 22 HATFIELD CLOSE LIVERPOOL L12 0PD,53.449129,-2.875193
165000, 81 BURGHILL ROAD LIVERPOOL L12 0BS,53.456142,-2.881253
165000, 18 WILLINGDON ROAD LIVERPOOL L16 3NF,53.405936,-2.881744
165000, 61 SWANSIDE ROAD LIVERPOOL L14 7NJ,53.414202,-2.884757
165000, 54 THINGWALL HALL DRIVE LIVERPOOL L14 5PF,53.412091,-2.889981
165000, 25 ZIG ZAG ROAD LIVERPOOL L12 9EG,53.425487,-2.894608
165000, 39 GLENDEVON ROAD LIVERPOOL L16 6AE,53.405079,-2.896013
165000, 68 COUNTESS PARK LIVERPOOL L11 4UH,53.44762,-2.897591
165000, 37 MEADWAY LIVERPOOL L15 7LY,53.400565,-2.900972
165000, 24 TALBOTVILLE ROAD LIVERPOOL L13 4BH,53.406522,-2.903459
165000, 2 HOLLOCOMBE ROAD LIVERPOOL L12 0RW,53.446016,-2.903689
165000, 6 MARFORD ROAD LIVERPOOL L12 5HH,53.430806,-2.909334
165000, 41974 WEST DERBY VILLAGE LIVERPOOL L12 5HW,53.432935,-2.909836
165000, 26 NEWCASTLE ROAD LIVERPOOL L15 9HP,53.390956,-2.91316
165000, 44 SANDY GROVE LIVERPOOL L13 0BU,53.427499,-2.920841
165000, 106 GARMOYLE ROAD LIVERPOOL L15 5AD,53.391382,-2.926729
165000, 23 WREKIN DRIVE LIVERPOOL L10 6NE,53.481672,-2.933491
164950, 16 ST JAMES CLOSE LIVERPOOL L12 7JU,53.427421,-2.912121
164600, 92 ALTWAY LIVERPOOL L10 6LF,53.483281,-2.938694
164500, 17 SHANKLIN ROAD LIVERPOOL L15 4JE,53.403469,-2.920958
164000, 61 CHELWOOD AVENUE LIVERPOOL L16 2LL,53.404286,-2.882309
164000, 124 LEYFIELD ROAD LIVERPOOL L12 9HB,53.425208,-2.891539
164000, 107 GLENDEVON ROAD LIVERPOOL L16 6AE,53.404347,-2.893548
164000, 20 TRURO ROAD LIVERPOOL L15 9HW,53.391408,-2.913518
163000, 2 STONEHAVEN CLOSE LIVERPOOL L16 3GP,53.400745,-2.879085
163000, 13 RATHBONE ROAD LIVERPOOL L15 4HG,53.400317,-2.925432
162500, 174 BOWRING PARK ROAD LIVERPOOL L14 3NR,53.40671,-2.883812
162500, 43 ORCHARD AVENUE LIVERPOOL L14 3NQ,53.405534,-2.8939
162000, 67 FERNDALE ROAD LIVERPOOL L15 3JY,53.392697,-2.928042
160000, 85 WIMBORNE ROAD LIVERPOOL L14 8UE,53.426153,-2.866476
160000, 38 TOPCLIFFE GROVE LIVERPOOL L12 0QR,53.449234,-2.871931
160000, 41 CARRVILLE WAY LIVERPOOL L12 0QD,53.448375,-2.87238
160000, 102 MILTON AVENUE LIVERPOOL L14 6TQ,53.412107,-2.879403
160000, 37 WOODVALE ROAD LIVERPOOL L12 0PE,53.451938,-2.879459
160000, 30 CAMPBELL DRIVE LIVERPOOL L14 7QG,53.415319,-2.883788
160000, 101 GLENDEVON ROAD LIVERPOOL L16 6AE,53.404275,-2.893857
160000, 62 BOWRING PARK ROAD LIVERPOOL L14 3NN,53.405685,-2.896881
160000, 48 HEYWOOD ROAD LIVERPOOL L15 7LS,53.403292,-2.90016
160000, 92 WAVERTREE NOOK ROAD LIVERPOOL L15 7LH,53.404494,-2.903123
160000, 366 WAVERTREE NOOK ROAD LIVERPOOL L15 7LJ,53.399666,-2.903568
160000, 20 MARFORD ROAD LIVERPOOL L12 5HH,53.431024,-2.908602
160000, 10 OAKHILL PARK LIVERPOOL L13 4BJ,53.409949,-2.909768
160000, 95 WOOLTON ROAD LIVERPOOL L15 6TB,53.393854,-2.910293
160000, 17 DERBY LANE LIVERPOOL L13 6QA,53.4143,-2.914215
160000, 45 OLIVE LANE LIVERPOOL L15 8LR,53.403774,-2.915377
160000, 143 BROAD LANE LIVERPOOL L11 1AH,53.438347,-2.915925
160000, 11 CHESTNUT GROVE LIVERPOOL L15 8HS,53.399281,-2.919846
160000, 316 QUEENS DRIVE LIVERPOOL L13 0AW,53.428255,-2.920684
160000, 3 ORFORD STREET LIVERPOOL L15 8HX,53.399686,-2.921733
160000, 14 PORCHESTER ROAD LIVERPOOL L11 1EB,53.44081,-2.923547
160000, 121A GREEN LANE LIVERPOOL L13 7BB,53.420556,-2.924944
160000, 121 GREEN LANE LIVERPOOL L13 7BB,53.420556,-2.924944
160000, 125 AVONDALE ROAD LIVERPOOL L15 3HF,53.394541,-2.927585
160000, 49 BEAUMONT DRIVE LIVERPOOL L10 8LS,53.477672,-2.928697
160000, 36 KENMARE ROAD LIVERPOOL L15 3HG,53.39248,-2.930632
160000, 101 ASH GROVE LIVERPOOL L15 1ES,53.399198,-2.934572
160000, 99 ASH GROVE LIVERPOOL L15 1ES,53.399282,-2.934666
160000, 107 ASH GROVE LIVERPOOL L15 1ES,53.399153,-2.934812
160000, 39 ALTWAY LIVERPOOL L10 3JD,53.485849,-2.946584
160000, 34 BRADFIELD AVENUE LIVERPOOL L10 3JJ,53.487845,-2.94813
159950, 5 STRETTON CLOSE LIVERPOOL L12 0PX,53.449824,-2.872107
159000, 84 ALTWAY LIVERPOOL L10 2LQ,53.483502,-2.939346
158500, 8 FRESHFIELD ROAD LIVERPOOL L15 5BR,53.391342,-2.919465
158000, 182 THOMAS DRIVE LIVERPOOL L14 3LE,53.409251,-2.899934
158000, 9 ROCKVILLE ROAD LIVERPOOL L14 3LP,53.407562,-2.900542
158000, 83 FALLOWFIELD ROAD LIVERPOOL L15 5BN,53.391151,-2.917066
158000, 1 GLENFIELD ROAD LIVERPOOL L15 5BJ,53.392103,-2.918055
158000, 60 LEAGATE LIVERPOOL L10 1NH,53.47323,-2.923114
158000, 6 WORCESTER DRIVE NORTH LIVERPOOL L13 9AY,53.432496,-2.935948
158000, 72 AINTREE LANE LIVERPOOL L10 2JN,53.483095,-2.9462
157500, 6 WALDGRAVE PLACE LIVERPOOL L15 7JR,53.404847,-2.910296
157000, 49 EATON GARDENS LIVERPOOL L12 3HL,53.421088,-2.894699
157000, 35 CROSSLEY DRIVE LIVERPOOL L15 8AJ,53.402985,-2.909509
157000, 11 CROSSLEY DRIVE LIVERPOOL L15 8AJ,53.402626,-2.911728
157000, 11 LINCOLN DRIVE LIVERPOOL L10 3LJ,53.485243,-2.941112
157000, 97 ORIEL DRIVE LIVERPOOL L10 3JN,53.486547,-2.941515
157000, 14 MALVERN GROVE LIVERPOOL L10 2LA,53.48154,-2.944647
156000, 37 THE BEECHWALK LIVERPOOL L14 1QL,53.418979,-2.905238
156000, 9 CASTLEGATE GROVE LIVERPOOL L12 5ER,53.434276,-2.911795
156000, 9 ECCLESHILL ROAD LIVERPOOL L13 6RU,53.4224,-2.918132
156000, 12 LOWTHER AVENUE LIVERPOOL L10 6LS,53.483798,-2.937455
156000, 1 RADLEY DRIVE LIVERPOOL L10 3LF,53.486776,-2.948535
155500, 8 ILCHESTER ROAD LIVERPOOL L16 3NQ,53.405788,-2.884023
155450, 10 FULMAR GROVE LIVERPOOL L12 0JZ,53.449422,-2.88412
155000, 183 HILARY AVENUE LIVERPOOL L14 6UR,53.410818,-2.8836
155000, 54 GLENCONNER ROAD LIVERPOOL L16 3NJ,53.405775,-2.885901
155000, 37 CRAVEN LEA LIVERPOOL L12 0NF,53.4534,-2.886999
155000, 227 THOMAS LANE LIVERPOOL L14 5NU,53.407671,-2.89202
155000, 105 EATON GARDENS LIVERPOOL L12 3HN,53.42094,-2.892423
155000, 35 MEADOWCROFT PARK LIVERPOOL L12 3HU,53.419311,-2.892475
155000, 119 NORVILLE ROAD LIVERPOOL L14 3LX,53.408423,-2.900111
155000, 49 MARLOWE DRIVE LIVERPOOL L12 7LR,53.429962,-2.918081
155000, 51 LEAGATE LIVERPOOL L10 1NH,53.473088,-2.922115
155000, 5 WEARDALE ROAD LIVERPOOL L15 5AU,53.39013,-2.926477
155000, 90 GARMOYLE ROAD LIVERPOOL L15 3JH,53.391875,-2.927389
155000, 77 FERNDALE ROAD LIVERPOOL L15 3JY,53.392897,-2.927962
155000, 13 RADLEY DRIVE LIVERPOOL L10 3LF,53.48684,-2.948269
155000,"12 CONCERT SQUARE APARTMENTS, 29 FLEET STREET LIVERPOOL L1 4AR",53.402914,-2.979665
155000,FLAT 1 11 ARGYLE STREET LIVERPOOL L1 5BL,53.401988,-2.985133
154000, 9 CHRISTOPHER CLOSE LIVERPOOL L16 1JL,53.402879,-2.89291
154000, 105 GLENDEVON ROAD LIVERPOOL L16 6AE,53.404252,-2.893734
154000, 5 MILLOM GROVE LIVERPOOL L12 0HQ,53.443659,-2.902213
153000, 9 GRAYLING DRIVE LIVERPOOL L12 0AT,53.44929,-2.891421
153000, 8 ROEMARSH CLOSE LIVERPOOL L12 0RU,53.443987,-2.905201
153000, 28 SALISBURY ROAD LIVERPOOL L15 1HN,53.400862,-2.936984
152500, 7 SULGRAVE CLOSE LIVERPOOL L16 6AD,53.40481,-2.898249
152000, 55 MALVERN AVENUE LIVERPOOL L14 6TR,53.409533,-2.875574
152000, 26 SANDICROFT ROAD LIVERPOOL L12 0LX,53.447318,-2.881767
151500, 59 THE OAKS LIVERPOOL L12 0PQ,53.451932,-2.88182
151500, 129 SHERWOODS LANE LIVERPOOL L10 1NB,53.473975,-2.925755
150000, 50 CHILDWALL LANE LIVERPOOL L14 6TX,53.411066,-2.872051
150000, 4 TOPCLIFFE GROVE LIVERPOOL L12 0QR,53.448963,-2.872474
150000, 15 MALVERN AVENUE LIVERPOOL L14 6TR,53.409626,-2.873661
150000, 11 SWALLOW CLOSE LIVERPOOL L12 0QG,53.452385,-2.87597
150000, 32 LAPWING CLOSE LIVERPOOL L12 0PW,53.441781,-2.882183
150000, 5 ST VINCENTS CLOSE LIVERPOOL L12 9LQ,53.427556,-2.88476
150000, 62 EATON GARDENS LIVERPOOL L12 3HW,53.421007,-2.892891
150000, 12 PAIGNTON ROAD LIVERPOOL L16 4PW,53.400356,-2.895069
150000, 68 RUDSTON ROAD LIVERPOOL L16 4PH,53.398953,-2.8962
150000, 47 GREENODD AVENUE LIVERPOOL L12 0HE,53.442814,-2.902708
150000, 28 HOLLINS CLOSE LIVERPOOL L15 8AN,53.401573,-2.912094
150000, 10 TOR VIEW LIVERPOOL L15 6TL,53.393784,-2.913504
150000, 16 CASTLEFIELD ROAD LIVERPOOL L12 5JG,53.434651,-2.917321
150000, 150 MOSCOW DRIVE LIVERPOOL L13 7DL,53.422885,-2.917589
150000, 16 KREMLIN DRIVE LIVERPOOL L13 7BY,53.423049,-2.919922
150000, 30 MICKLEFIELD ROAD LIVERPOOL L15 5BT,53.390567,-2.920144
150000, 52 GRANT AVENUE LIVERPOOL L15 5AY,53.3913,-2.920727
150000, 1 MALCOLM PLACE LIVERPOOL L15 4JG,53.403285,-2.92174
150000, 2 TAPTON WAY LIVERPOOL L13 1DA,53.406101,-2.92456
150000, 82 LANGDALE ROAD LIVERPOOL L15 3LB,53.39307,-2.926702
150000, 94 GARMOYLE ROAD LIVERPOOL L15 3JH,53.39182,-2.927281
150000, 81 ASH GROVE LIVERPOOL L15 1ES,53.399566,-2.934342
150000, 8 TITHERINGTON WAY LIVERPOOL L15 3JN,53.392517,-2.934364
150000,APARTMENT 2 28 LAWRENCE ROAD LIVERPOOL L15 0EG,53.397396,-2.936704
150000, 55 SALISBURY ROAD LIVERPOOL L15 1HW,53.399615,-2.937461
150000, 57 SALISBURY ROAD LIVERPOOL L15 1HW,53.399516,-2.937535
